Cause,TotalDeaths
I482,101694.0
I483,502.0
I484,204.0
I489,1764613.0
I49,127768.0
I490,346891.0
I491,1161.0
I492,789.0
I493,6591.0
I494,4531.0
I495,84434.0
I498,196346.0
I499,1268769.0
I50,4155420.0
I500,5813629.0
I501,1393512.0
I509,10123507.0
I51,288080.0
I510,9699.0
I511,4614.0
I512,1596.0
I513,24450.0
I514,178511.0
I515,576217.0
I516,666936.0
I517,448217.0
I518,103578.0
I519,1401686.0
I60,190421.0
I600,34836.0
I601,48800.0
I602,44167.0
I603,11154.0
I604,22455.0
I605,11872.0
I606,23744.0
I607,64191.0
I608,94494.0
I609,1690003.0
I61,1643704.0
I610,276003.0
I611,90978.0
I612,93716.0
I613,272962.0
I614,164806.0
I615,240961.0
I616,77563.0
I618,139015.0
I619,5623184.0
I62,108246.0
I620,420416.0
I621,9138.0
I629,664228.0
I63,1478737.0
I630,88604.0
I631,21865.0
I632,195297.0
I633,460562.0
I634,283556.0
I635,747235.0
I636,4439.0
I638,234700.0
I639,4693120.0
I64,16992037.0
I67,418956.0
I670,21218.0
I671,87126.0
I672,800662.0
I673,22330.0
I674,81907.0
I675,7286.0
I676,7123.0
I677,7999.0
I678,2129019.0
I679,2295656.0
I69,225823.0
I690,102273.0
I691,471400.0
I692,28332.0
I693,1972599.0
I694,2243753.0
I698,1165541.0
I70,865531.0
I700,43517.0
I701,7543.0
I702,317217.0
I708,82275.0
I709,3299270.0
I71,116235.0
I710,952392.0
I711,293765.0
I712,101935.0
I713,973944.0
I714,310591.0
I715,40040.0
I716,29725.0
I718,287128.0
I719,156809.0
I72,14643.0
I720,14554.0
I721,842.0
I722,6461.0
I723,40287.0
I724,12425.0
I725,2392.0
I726,1284.0
I728,22550.0
I729,75561.0
I73,24650.0
I730,4018.0
I731,11863.0
I738,22331.0
I739,952926.0
I74,373981.0
I740,33571.0
I741,26529.0
I742,7125.0
I743,183008.0
I744,20028.0
I745,12758.0
I748,17887.0
I749,136547.0
I77,35726.0
I770,9199.0
I771,63018.0
I772,26629.0
I773,841.0
I774,722.0
I775,1848.0
I776,132486.0
I778,21139.0
I779,96892.0
I78,1522.0
I780,6979.0
I781,877.0
I788,2372.0
I789,2388.0
I80,43434.0
I800,4601.0
I801,21860.0
I802,610326.0
I803,106612.0
I808,3953.0
I809,35094.0
I81,30671.0
I82,25442.0
I820,7706.0
I821,352.0
I822,7795.0
I823,845.0
I828,15372.0
I829,56764.0
I83,3865.0
I830,22971.0
I831,5063.0
I832,10899.0
I839,29791.0
I84,2207.0
I840,68.0
I841,1100.0
I842,314.0
I843,20.0
I844,196.0
I845,86.0
I846,4.0
I847,108.0
I848,1256.0
I849,2431.0
I85,51862.0
I850,95645.0
I859,19560.0
I86,939.0
I860,166.0
I861,118.0
I862,328.0
I863,12.0
I864,4634.0
I868,1991.0
I87,2079.0
I870,1443.0
I871,5600.0
I872,41757.0
I878,4651.0
I879,2580.0
I88,1360.0
I880,571.0
I881,192.0
I888,184.0
I889,1315.0
I89,1793.0
I890,11508.0
I891,8126.0
I898,3118.0
I899,1332.0
I95,139461.0
I950,1651.0
I951,3392.0
I952,354.0
I958,2608.0
I959,48147.0
I99,183423.0
J00,24303.0
J01,445.0
J010,234.0
J011,100.0
J012,46.0
J013,72.0
J014,188.0
J018,120.0
J019,1087.0
J02,2517.0
J020,1492.0
J028,456.0
J029,6666.0
J03,2427.0
J030,195.0
J038,120.0
J039,4031.0
J04,2201.0
J040,3042.0
J041,2938.0
J042,4129.0
J05,1135.0
J050,1143.0
J051,4896.0
J06,37862.0
J060,758.0
J068,2851.0
J069,39845.0
J09,48259.0
J10,7495.0
J100,76592.0
J101,58365.0
J108,11175.0
J11,26319.0
J110,111961.0
J111,126618.0
J118,10452.0
J12,152951.0
J120,3314.0
J121,5748.0
J122,2225.0
J123,756.0
J128,16279.0
J129,66415.0
J13,138764.0
J14,8486.0
J15,121192.0
J150,26709.0
J151,33966.0
J152,103976.0
J153,1402.0
J154,18977.0
J155,5857.0
J156,11280.0
J157,9155.0
J158,93693.0
J159,998464.0
J16,52579.0
J160,2134.0
J168,28506.0
J18,3198437.0
J180,3436512.0
J181,559789.0
J182,282596.0
J188,142397.0
J189,15081499.0
J20,75279.0
J200,943.0
J201,157.0
J202,191.0
J203,15.0
J204,78.0
J205,437.0
J206,104.0
J207,16.0
J208,4960.0
J209,271405.0
J21,21922.0
J210,3881.0
J211,56.0
J218,1348.0
J219,49749.0
J22,731600.0
J30,805.0
J300,18.0
J301,44.0
J302,8.0
J303,40.0
J304,273.0
J31,377.0
J310,338.0
J311,91.0
J312,450.0
J32,2039.0
J320,876.0
J321,465.0
J322,284.0
J323,317.0
J324,1137.0
J328,232.0
J329,7497.0
J33,139.0
J330,44.0
J331,7.0
J338,20.0
J339,178.0
J34,357.0
J340,370.0
J341,96.0
J342,48.0
J343,46.0
J348,869.0
J35,440.0
J350,388.0
J351,200.0
J352,109.0
J353,68.0
J358,233.0
J359,535.0
J36,5243.0
J37,407.0
J370,451.0
J371,203.0
J38,1459.0
J380,7547.0
J381,359.0
J382,100.0
J383,1119.0
J384,5072.0
J385,1619.0
J386,3831.0
J387,4604.0
J39,6162.0
J390,4328.0
J391,1852.0
J392,7744.0
J393,156.0
J398,20438.0
J399,1533.0
J40,248389.0
J41,13261.0
J410,8933.0
J411,30686.0
J418,4796.0
J42,494079.0
J43,121376.0
J430,1586.0
J431,6221.0
J432,4939.0
J438,5313.0
J439,1582449.0
J44,999331.0
J440,3351726.0
J441,1056430.0
J448,1248926.0
J449,11139013.0
J45,385580.0
J450,24069.0
J451,4518.0
J458,6860.0
J459,1095517.0
J46,285983.0
J47,353551.0
J60,33315.0
J61,65584.0
J62,1381.0
J620,694.0
J628,65737.0
J63,860.0
J630,169.0
J631,1232.0
J632,412.0
J633,998.0
J634,584.0
J635,296.0
J638,814.0
J64,74765.0
J65,7772.0
J66,188.0
J660,398.0
J661,20.0
J662,14.0
J668,381.0
J67,8670.0
J670,3286.0
J671,103.0
J672,2088.0
J673,68.0
J674,161.0
J675,36.0
J676,38.0
J677,2382.0
J678,2542.0
J679,19911.0
J68,2067.0
J680,7182.0
J681,2472.0
J682,132.0
J683,318.0
J684,15395.0
J688,1102.0
J689,1643.0
J69,145248.0
J690,2979813.0
J691,1365.0
J698,15296.0
J70,1574.0
J700,3153.0
J701,1597.0
J702,545.0
J703,1131.0
J704,4332.0
J708,3044.0
J709,5461.0
J80,236439.0
J81,805643.0
J82,14257.0
J84,72717.0
J840,15854.0
J841,1935985.0
J848,15097.0
J849,771113.0
J85,21113.0
J850,16331.0
J851,39651.0
J852,61097.0
J853,3005.0
J86,13573.0
J860,18551.0
J869,141807.0
J90,320188.0
J92,389.0
J920,2458.0
J929,2737.0
J93,10434.0
J930,9637.0
J931,11158.0
J938,3647.0
J939,60315.0
J94,10522.0
J940,1779.0
J941,9682.0
J942,26946.0
J948,12616.0
J949,4420.0
J96,641757.0
J960,636831.0
J961,350799.0
J969,969966.0
J98,250966.0
J980,70351.0
J981,38773.0
J982,8163.0
J983,256.0
J984,632729.0
J985,29331.0
J986,5361.0
J987,50037.0
J988,1091741.0
J989,61885.0
K00,184.0
K000,18.0
K001,6.0
K002,34.0
K003,4.0
K004,2.0
K005,6.0
K006,11.0
K007,48.0
K008,2.0
K009,23.0
K01,16.0
K010,2.0
K011,14.0
K02,87.0
K020,4.0
K021,2.0
K022,2.0
K023,4.0
K024,2.0
K025,2.0
K028,6.0
K029,368.0
K03,32.0
K030,4.0
K031,8.0
K033,2.0
K034,4.0
K038,2.0
K039,46.0
K04,634.0
K040,64.0
K041,12.0
K042,2.0
K044,32.0
K045,24.0
K046,76.0
K047,3990.0
K048,12.0
K049,60.0
K05,310.0
K050,40.0
K051,432.0
K052,790.0
K053,248.0
K054,18.0
K055,20.0
K056,180.0
K06,96.0
K060,6.0
K062,8.0
K068,102.0
K069,34.0
K07,96.0
K070,152.0
K071,31.0
K072,12.0
K073,19.0
K074,66.0
K075,2.0
K076,348.0
K078,11.0
K079,16.0
K08,146.0
K080,6.0
K081,64.0
K082,6.0
K083,6.0
K088,1896.0
K089,323.0
K09,76.0
K090,16.0
K091,4.0
K092,151.0
K098,12.0
K099,16.0
K10,529.0
K100,64.0
K101,20.0
K102,2505.0
K103,50.0
K108,60.0
K109,168.0
K11,606.0
K110,24.0
K111,22.0
K112,10578.0
K113,1422.0
K114,22.0
K115,86.0
K116,18.0
K117,121.0
K118,92.0
K119,255.0
K12,1953.0
K120,241.0
K121,1430.0
K122,7422.0
K123,228.0
K13,848.0
K130,92.0
K131,20.0
K132,98.0
K133,10.0
K134,12.0
K135,6.0
K136,4.0
K137,2312.0
K14,248.0
K140,271.0
K141,8.0
K142,8.0
K143,2.0
K144,2.0
K145,8.0
K146,78.0
K148,241.0
K149,249.0
K20,35079.0
K21,2744.0
K210,22619.0
K219,52529.0
K22,41660.0
K220,21262.0
K221,33233.0
K222,49742.0
K223,32839.0
K224,14784.0
K225,13535.0
K226,17129.0
K227,5004.0
K228,32548.0
K229,11390.0
K25,68416.0
K250,80716.0
K251,41685.0
K252,10937.0
K253,3156.0
K254,280163.0
K255,142129.0
K256,18749.0
K257,4523.0
K259,108181.0
K26,43991.0
K260,46808.0
K261,23115.0
K262,7204.0
K263,1616.0
K264,200835.0
K265,157860.0
K266,15498.0
K267,2368.0
K269,48656.0
K27,115535.0
K270,29670.0
K271,7925.0
K272,2720.0
K273,1737.0
K274,173681.0
K275,64608.0
K276,9074.0
K277,1712.0
K279,56517.0
K28,3691.0
K280,2472.0
K281,1176.0
K282,658.0
K283,148.0
K284,8632.0
K285,2443.0
K286,592.0
K287,176.0
K289,2558.0
K29,32334.0
K290,52799.0
K291,12107.0
K292,9071.0
K293,440.0
K294,3052.0
K295,36673.0
K296,18472.0
K297,42610.0
K298,4552.0
K299,5453.0
K30,4043.0
K31,18242.0
K310,1398.0
K311,15852.0
K312,892.0
K313,186.0
K314,322.0
K315,6485.0
K316,10201.0
K317,1975.0
K318,70081.0
K319,43441.0
K35,12369.0
K350,36844.0
K351,4287.0
K352,34022.0
K353,12745.0
K358,29724.0
K359,16478.0
K36,2103.0
K37,27963.0
K38,481.0
K380,53.0
K381,118.0
K382,70.0
K383,84.0
K388,1039.0
K389,2646.0
K40,8469.0
K400,4669.0
K401,1804.0
K402,1766.0
K403,85285.0
K404,16122.0
K409,33854.0
K41,1737.0
K410,1376.0
K411,644.0
K412,112.0
K413,27291.0
K414,5185.0
K419,4868.0
K42,3631.0
K420,34503.0
K421,6767.0
K429,11404.0
K43,4276.0
K430,46474.0
K431,10262.0
K432,1880.0
K433,2037.0
K434,214.0
K435,860.0
K436,3100.0
K437,846.0
K439,24767.0
K44,3809.0
K440,16860.0
K441,2912.0
K449,80415.0
K45,1112.0
K450,8533.0
K451,2489.0
K458,2389.0
K46,8149.0
K460,75559.0
K461,12018.0
K469,34512.0
K50,4731.0
K500,3666.0
K501,5218.0
K508,1154.0
K509,85420.0
K51,6192.0
K510,6101.0
K511,210.0
K512,704.0
K513,5398.0
K514,182.0
K515,753.0
K518,3102.0
K519,72781.0
K52,94955.0
K520,3277.0
K521,3296.0
K522,1601.0
K523,1148.0
K528,5459.0
K529,222021.0
K55,56875.0
K550,995808.0
K551,48355.0
K552,15166.0
K553,118.0
K558,4272.0
K559,695226.0
K56,114309.0
K560,87698.0
K561,12616.0
K562,197961.0
K563,13122.0
K564,48174.0
K565,127080.0
K566,1085515.0
K567,239650.0
K57,13801.0
K570,10829.0
K571,5659.0
K572,119430.0
K573,65717.0
K574,4465.0
K575,890.0
K578,194232.0
K579,211718.0
K58,668.0
K580,790.0
K581,92.0
K582,4.0
K588,467.0
K589,5009.0
K59,3769.0
K590,29643.0
K591,1921.0
K592,408.0
K593,43779.0
K594,20.0
K598,4857.0
K599,5641.0
K60,1136.0
K600,70.0
K601,70.0
K602,421.0
K603,2219.0
K604,2109.0
K605,509.0
K61,3467.0
K610,12580.0
K611,5777.0
K612,1078.0
K613,2645.0
K614,62.0
K62,4776.0
K620,194.0
K621,940.0
K622,480.0
K623,6593.0
K624,2079.0
K625,43193.0
K626,7219.0
K627,814.0
K628,8983.0
K629,6393.0
K63,27034.0
K630,8252.0
K631,433837.0
K632,39330.0
K633,8392.0
K634,495.0
K635,4764.0
K638,18314.0
K639,77068.0
K64,445.0
K640,174.0
K641,18.0
K642,26.0
K643,44.0
K644,8.0
K645,226.0
K648,939.0
K649,2089.0
K65,49790.0
K650,294595.0
K658,29802.0
K659,304314.0
K66,2592.0
K660,22206.0
K661,37887.0
K662,100.0
K668,11109.0
K669,4705.0
K70,171603.0
K700,88063.0
K701,164034.0
K702,31458.0
K703,2794516.0
K704,395771.0
K709,552631.0
K71,13921.0
K710,4233.0
K711,8610.0
K712,3053.0
K713,1780.0
K714,242.0
K715,1032.0
K716,10782.0
K717,26860.0
K718,3242.0
K719,23923.0
K72,917761.0
K720,110657.0
K721,89773.0
K729,707520.0
K73,39502.0
K730,5460.0
K731,132.0
K732,10414.0
K738,2095.0
K739,53872.0
K74,1402966.0
K740,39555.0
K741,77627.0
K742,10124.0
K743,86095.0
K744,13385.0
K745,27816.0
K746,4522164.0
K75,50356.0
K750,89988.0
K751,437.0
K752,1447.0
K753,884.0
K754,46724.0
K758,21185.0
K759,66339.0
K76,219258.0
K760,134266.0
K761,15571.0
K762,1132.0
K763,4669.0
K764,2570.0
K765,817.0
K766,46735.0
K767,113659.0
K768,36047.0
K769,492922.0
K80,27350.0
K800,71017.0
K801,67202.0
K802,172652.0
K803,87399.0
K804,29188.0
K805,77150.0
K808,9874.0
K81,24391.0
K810,316217.0
K811,19900.0
K818,6398.0
K819,199529.0
K82,7314.0
K820,6064.0
K821,4626.0
K822,20621.0
K823,3810.0
K824,188.0
K828,3781.0
K829,48364.0
K83,30494.0
K830,321756.0
K831,91477.0
K832,1678.0
K833,4819.0
K834,72.0
K835,549.0
K838,6196.0
K839,14782.0
K85,307987.0
K850,57128.0
K851,35312.0
K852,44537.0
K853,421.0
K858,20492.0
K859,631257.0
K86,17834.0
K860,38072.0
K861,72537.0
K862,5715.0
K863,7283.0
K868,25845.0
K869,32704.0
K90,1453.0
K900,7568.0
K901,787.0
K902,6941.0
K903,149.0
K904,5003.0
K908,1871.0
K909,12158.0
K92,244065.0
K920,298540.0
K921,50414.0
K922,1798105.0
K928,39470.0
K929,32534.0
L00,1859.0
L01,713.0
L010,1096.0
L011,86.0
L02,13964.0
L020,2070.0
L021,7268.0
L022,15907.0
L023,7873.0
L024,19349.0
L028,1550.0
L029,14607.0
L03,24339.0
L030,1648.0
L031,105928.0
L032,3249.0
L033,9223.0
L038,5423.0
L039,120461.0
L04,286.0
L040,242.0
L041,68.0
L042,70.0
L043,98.0
L048,57.0
L049,331.0
L05,48.0
L050,186.0
L059,272.0
L08,18894.0
L080,6120.0
L081,15.0
L088,8245.0
L089,137055.0
L10,943.0
L100,5697.0
L101,72.0
L102,1093.0
L103,110.0
L104,148.0
L105,24.0
L108,1162.0
L109,8259.0
L11,92.0
L110,40.0
L111,26.0
L118,10.0
L119,48.0
L12,750.0
L120,19158.0
L121,260.0
L122,65.0
L123,721.0
L128,107.0
L129,6108.0
L13,250.0
L130,110.0
L131,118.0
L138,305.0
L139,1808.0
L20,128.0
L200,11.0
L208,101.0
L209,208.0
L21,164.0
L210,20.0
L211,105.0
L218,10.0
L219,174.0
L22,127.0
L23,302.0
L230,4.0
L232,2.0
L233,2.0
L234,4.0
L235,2.0
L236,6.0
L237,4.0
L239,139.0
L24,31.0
L242,2.0
L244,6.0
L245,4.0
L248,6.0
L249,38.0
L25,117.0
L250,24.0
L251,32.0
L252,6.0
L253,10.0
L255,12.0
L258,14.0
L259,181.0
L26,1260.0
L27,72.0
L270,1088.0
L271,77.0
L272,16.0
L278,26.0
L279,205.0
L28,14.0
L280,78.0
L281,36.0
L282,24.0
L29,84.0
L290,2.0
L291,2.0
L298,8.0
L299,87.0
L30,1807.0
L300,8.0
L301,12.0
L302,16.0
L303,571.0
L304,95.0
L305,2.0
L308,394.0
L309,2887.0
L40,2069.0
L400,532.0
L401,1088.0
L402,12.0
L403,88.0
L404,6.0
L405,2634.0
L408,756.0
L409,6381.0
L41,28.0
L410,18.0
L411,6.0
L412,16.0
L418,6.0
L419,60.0
L42,32.0
L43,18.0
L430,8.0
L431,4.0
L432,4.0
L433,2.0
L438,10.0
L439,112.0
L44,42.0
L440,116.0
L441,2.0
L442,2.0
L443,2.0
L448,16.0
L449,32.0
L50,203.0
L500,124.0
L501,10.0
L502,10.0
L505,6.0
L506,8.0
L508,44.0
L509,373.0
L51,5056.0
L510,8.0
L511,10239.0
L512,10882.0
L518,64.0
L519,698.0
L52,156.0
L53,644.0
L530,308.0
L531,20.0
L533,8.0
L538,172.0
L539,3655.0
L55,93.0
L550,12.0
L551,20.0
L552,34.0
L558,14.0
L559,36.0
L56,24.0
L560,2.0
L561,4.0
L562,4.0
L563,2.0
L564,2.0
L568,8.0
L569,2.0
L57,629.0
L570,62.0
L571,4.0
L574,12.0
L578,18.0
L579,4.0
L58,12.0
L580,4.0
L581,14.0
L589,20.0
L59,16.0
L590,10.0
L598,52.0
L599,16.0
L60,12.0
L600,52.0
L601,4.0
L605,302.0
L608,8.0
L609,20.0
L63,26.0
L630,8.0
L631,4.0
L632,6.0
L638,2.0
L639,12.0
L64,16.0
L648,2.0
L649,10.0
L65,16.0
L651,4.0
L659,12.0
L66,4.0
L660,2.0
L669,4.0
L67,14.0
L678,12.0
L679,26.0
L68,11.0
L680,2.0
L682,4.0
L683,16.0
L688,2.0
L689,10.0
L70,21.0
L700,4.0
L701,10.0
L702,6.0
L703,10.0
L708,8.0
L709,20.0
L71,2.0
L710,2.0
L711,4.0
L718,4.0
L719,16.0
L72,46.0
L720,164.0
L721,114.0
L722,2.0
L728,8.0
L729,48.0
L73,149.0
L731,2.0
L732,567.0
L738,42.0
L739,82.0
L74,136.0
L740,4.0
L741,4.0
L743,54.0
L744,12.0
L748,6.0
L749,18.0
L75,22.0
L752,7.0
L758,4.0
L80,108.0
L81,144.0
L810,6.0
L811,12.0
L812,2.0
L813,2.0
L814,83.0
L815,8.0
L816,6.0
L817,8.0
L818,4.0
L819,37.0
L82,32.0
L83,22.0
L84,64.0
L85,154.0
L850,38.0
L851,4.0
L852,4.0
L853,122.0
L858,90.0
L859,66.0
L87,58.0
L870,14.0
L871,28.0
L872,6.0
L879,20.0
L88,4223.0
L89,291502.0
L890,9418.0
L891,1088.0
L892,4792.0
L893,17069.0
L899,246808.0
L90,192.0
L900,152.0
L902,4.0
L903,4.0
L904,10.0
L905,3565.0
L906,6.0
L908,32.0
L909,380.0
L91,16.0
L910,16.0
L918,4.0
L919,8.0
L92,132.0
L920,48.0
L921,48.0
L922,32.0
L923,10.0
L928,210.0
L929,1350.0
L93,3563.0
L930,18164.0
L931,276.0
L932,1470.0
L94,210.0
L940,249.0
L941,82.0
L942,94.0
L943,6.0
L944,2.0
L945,6.0
L946,2.0
L948,20.0
L949,136.0
L95,307.0
L950,94.0
L951,12.0
L958,344.0
L959,547.0
L97,84841.0
L98,8777.0
L980,108.0
L981,52.0
L982,457.0
L983,154.0
L984,61172.0
L985,115.0
L986,56.0
L988,3874.0
L989,9318.0
M00,5943.0
M000,2220.0
M001,108.0
M002,416.0
M008,756.0
M009,80645.0
M02,94.0
M020,50.0
M021,4.0
M022,16.0
M023,184.0
M028,24.0
M029,81.0
M05,7604.0
M050,2442.0
M051,35328.0
M052,4808.0
M053,22487.0
M058,2514.0
M059,8434.0
M06,21048.0
M060,2322.0
M061,3151.0
M062,88.0
M063,172.0
M064,3152.0
M068,2972.0
M069,422595.0
M08,375.0
M080,1656.0
M081,46.0
M082,1378.0
M083,82.0
M084,4.0
M088,86.0
M089,514.0
M10,17903.0
M100,6698.0
M101,108.0
M102,16.0
M103,1916.0
M104,80.0
M109,16853.0
M11,102.0
M110,12.0
M111,20.0
M112,669.0
M118,54.0
M119,186.0
M12,208.0
M120,72.0
M121,16.0
M122,42.0
M123,46.0
M124,2.0
M125,102.0
M128,197.0
M13,13815.0
M130,7923.0
M131,1978.0
M138,1092.0
M139,38705.0
M15,1157.0
M150,1988.0
M151,46.0
M152,12.0
M153,392.0
M154,88.0
M158,474.0
M159,34528.0
M16,934.0
M160,464.0
M161,812.0
M162,194.0
M163,162.0
M164,192.0
M165,204.0
M166,246.0
M167,238.0
M169,22611.0
M17,1912.0
M170,1068.0
M171,580.0
M172,64.0
M173,54.0
M174,130.0
M175,72.0
M179,13675.0
M18,522.0
M180,140.0
M181,4.0
M182,10.0
M183,6.0
M184,6.0
M185,48.0
M189,872.0
M19,8817.0
M190,494.0
M191,102.0
M192,746.0
M198,1441.0
M199,91194.0
M20,78.0
M200,12.0
M201,140.0
M202,4.0
M203,8.0
M204,14.0
M205,6.0
M206,20.0
M21,135.0
M210,24.0
M211,10.0
M212,48.0
M213,16.0
M214,10.0
M215,6.0
M216,18.0
M217,14.0
M218,39.0
M219,181.0
M22,16.0
M220,10.0
M221,2.0
M222,2.0
M224,14.0
M228,6.0
M229,30.0
M23,66.0
M230,2.0
M232,12.0
M233,44.0
M235,4.0
M236,4.0
M238,120.0
M239,546.0
M24,168.0
M240,12.0
M241,4.0
M242,2.0
M243,132.0
M244,522.0
M245,668.0
M246,818.0
M247,20.0
M248,122.0
M249,210.0
M25,3100.0
M250,190.0
M251,186.0
M252,6.0
M253,40.0
M254,178.0
M255,1071.0
M256,102.0
M257,372.0
M258,396.0
M259,44052.0
M30,780.0
M300,17297.0
M301,8571.0
M302,33.0
M303,1416.0
M308,326.0
M31,6375.0
M310,9140.0
M311,30681.0
M312,174.0
M313,43020.0
M314,5332.0
M315,394.0
M316,15086.0
M317,7718.0
M318,17000.0
M319,11018.0
M32,29501.0
M320,558.0
M321,139269.0
M328,2467.0
M329,89721.0
M33,1907.0
M330,380.0
M331,17044.0
M332,20915.0
M339,8628.0
M34,7052.0
M340,8163.0
M341,12256.0
M342,68.0
M348,78988.0
M349,59369.0
M35,4095.0
M350,16289.0
M351,8196.0
M352,6157.0
M353,14028.0
M354,415.0
M355,104.0
M356,182.0
M357,68.0
M358,5284.0
M359,33832.0
M40,228.0
M400,80.0
M401,78.0
M402,9082.0
M403,8.0
M404,14.0
M405,74.0
M41,939.0
M410,114.0
M411,108.0
M412,188.0
M413,410.0
M414,386.0
M415,191.0
M418,419.0
M419,38750.0
M42,508.0
M420,48.0
M421,94.0
M429,202.0
M43,432.0
M430,424.0
M431,1594.0
M432,826.0
M433,36.0
M434,172.0
M435,62.0
M436,154.0
M438,58.0
M439,624.0
M45,12298.0
M46,930.0
M460,42.0
M461,200.0
M462,16756.0
M463,4554.0
M464,31546.0
M465,4159.0
M468,672.0
M469,8426.0
M47,1014.0
M470,332.0
M471,5796.0
M472,374.0
M478,6436.0
M479,7926.0
M48,1154.0
M480,21699.0
M481,462.0
M482,44.0
M483,82.0
M484,248.0
M485,7016.0
M488,2982.0
M489,6573.0
M50,285.0
M500,1725.0
M501,252.0
M502,1335.0
M503,518.0
M508,184.0
M509,1088.0
M51,1351.0
M510,702.0
M511,1058.0
M512,5790.0
M513,2254.0
M514,22.0
M518,284.0
M519,2329.0
M53,153.0
M530,38.0
M531,72.0
M532,162.0
M533,43.0
M538,246.0
M539,1125.0
M54,2790.0
M540,68.0
M541,1322.0
M542,390.0
M543,422.0
M544,400.0
M545,2150.0
M546,92.0
M548,182.0
M549,4306.0
M60,2491.0
M600,18811.0
M601,48.0
M602,104.0
M608,1531.0
M609,8613.0
M61,62.0
M610,14.0
M611,384.0
M612,36.0
M613,30.0
M614,10.0
M615,152.0
M619,73.0
M62,6576.0
M620,94.0
M621,474.0
M622,6116.0
M623,56747.0
M624,568.0
M625,19914.0
M626,312.0
M628,73983.0
M629,3819.0
M65,35.0
M650,68.0
M651,92.0
M652,8.0
M653,2.0
M658,36.0
M659,174.0
M66,59.0
M660,20.0
M662,6.0
M663,2.0
M664,54.0
M665,104.0
M67,45.0
M670,4.0
M671,12.0
M672,10.0
M673,6.0
M674,172.0
M678,22.0
M679,66.0
M70,100.0
M700,2.0
M702,860.0
M703,254.0
M704,184.0
M705,126.0
M706,96.0
M707,38.0
M708,62.0
M709,64.0
M71,42.0
M710,120.0
M711,438.0
M712,76.0
M713,24.0
M714,4.0
M715,48.0
M718,4.0
M719,384.0
M72,21738.0
M720,99.0
M721,16.0
M722,298.0
M723,14.0
M724,170.0
M725,5043.0
M726,81254.0
M728,1517.0
M729,9264.0
M75,70.0
M750,74.0
M751,56.0
M752,4.0
M753,2.0
M754,10.0
M755,58.0
M758,70.0
M759,38.0
M76,50.0
M760,4.0
M761,6.0
M762,26.0
M765,2.0
M766,18.0
M767,12.0
M768,30.0
M769,28.0
M77,52.0
M770,6.0
M771,4.0
M773,6.0
M774,26.0
M775,4.0
M778,8.0
M779,117.0
M79,12863.0
M790,6018.0
M791,491.0
M792,886.0
M793,1412.0
M794,2.0
M795,22.0
M796,791.0
M797,1208.0
M798,13598.0
M799,943.0
M80,5648.0
M800,3450.0
M801,104.0
M802,686.0
M803,124.0
M804,240.0
M805,3728.0
M808,14898.0
M809,165163.0
M81,7176.0
M810,790.0
M811,28.0
M812,3022.0
M813,44.0
M814,182.0
M815,564.0
M816,256.0
M818,5152.0
M819,111522.0
M83,311.0
M831,122.0
M832,20.0
M833,66.0
M834,14.0
M835,10.0
M838,56.0
M839,1106.0
M84,4675.0
M840,294.0
M841,1035.0
M842,154.0
M843,248.0
M844,154590.0
M848,248.0
M849,684.0
M85,121.0
M850,136.0
M851,8.0
M852,86.0
M853,34.0
M854,8.0
M855,54.0
M856,97.0
M858,458.0
M859,303.0
M86,6191.0
M860,730.0
M861,3656.0
M862,409.0
M863,492.0
M864,832.0
M865,392.0
M866,16412.0
M868,4880.0
M869,152699.0
M87,299.0
M870,382.0
M871,38.0
M872,198.0
M873,86.0
M878,1012.0
M879,4150.0
M88,146.0
M880,78.0
M888,226.0
M889,7438.0
M89,2748.0
M890,505.0
M891,18.0
M892,32.0
M893,30.0
M894,84.0
M895,1268.0
M896,62.0
M898,2504.0
M899,44993.0
M91,182.0
M910,67.0
M911,63.0
M912,2.0
M913,8.0
M918,20.0
M919,292.0
M92,65.0
M920,24.0
M921,6.0
M922,12.0
M923,18.0
M924,8.0
M925,28.0
M926,30.0
M927,8.0
M928,14.0
M929,14.0
M93,209.0
M930,16.0
M931,10.0
M932,8.0
M938,62.0
M939,414.0
M94,115.0
M940,76.0
M941,910.0
M942,112.0
M943,8.0
M948,593.0
M949,105.0
M95,463.0
M950,8.0
M951,2.0
M952,24.0
M953,46.0
M954,1753.0
M955,16.0
M958,58.0
M959,349.0
M99,123.0
M990,106.0
M991,16.0
M992,10.0
M993,124.0
M994,2.0
M995,68.0
M996,4.0
M997,18.0
M998,82.0
M999,208.0
N00,17075.0
N000,778.0
N001,143.0
N002,336.0
N003,157.0
N004,42.0
N005,102.0
N006,25.0
N007,269.0
N008,619.0
N009,40818.0
N01,3458.0
N010,116.0
N011,42.0
N012,86.0
N013,40.0
N014,18.0
N015,40.0
N016,9.0
N017,708.0
N018,212.0
N019,5152.0
N02,735.0
N020,34.0
N021,36.0
N022,766.0
N023,24.0
N024,4.0
N025,20.0
N026,18.0
N027,24.0
N028,6326.0
N029,1551.0
N03,57480.0
N030,1972.0
N031,720.0
N032,3460.0
N033,788.0
N034,70.0
N035,266.0
N036,26.0
N037,232.0
N038,4399.0
N039,196262.0
N04,16161.0
N040,852.0
N041,569.0
N042,734.0
N043,104.0
N044,16.0
N045,126.0
N046,56.0
N047,40.0
N048,784.0
N049,59225.0
N05,9916.0
N050,967.0
N051,1593.0
