Cause,TotalDeaths
D421,239.0
D429,5907.0
D43,41702.0
D430,248040.0
D431,28161.0
D432,350622.0
D433,5816.0
D434,6918.0
D437,1025.0
D439,11350.0
D44,3901.0
D440,7752.0
D441,6733.0
D442,620.0
D443,13657.0
D444,14090.0
D445,2757.0
D446,432.0
D447,1488.0
D448,776.0
D449,3309.0
D45,55769.0
D46,15936.0
D460,1294.0
D461,1927.0
D462,15883.0
D463,1450.0
D464,25469.0
D465,1075.0
D466,164.0
D467,7974.0
D469,858059.0
D47,8501.0
D470,896.0
D471,177146.0
D472,27156.0
D473,23090.0
D474,28870.0
D475,276.0
D477,3421.0
D479,47007.0
D48,19969.0
D480,19049.0
D481,21963.0
D482,1702.0
D483,19091.0
D484,4708.0
D485,7419.0
D486,12262.0
D487,117175.0
D489,114874.0
D50,32464.0
D500,18411.0
D501,206.0
D508,11876.0
D509,35781.0
D51,1233.0
D510,9130.0
D511,169.0
D512,9.0
D513,224.0
D518,190.0
D519,1756.0
D52,559.0
D520,249.0
D521,26.0
D528,48.0
D529,6295.0
D53,5094.0
D530,15791.0
D531,5994.0
D532,53.0
D538,893.0
D539,68213.0
D55,691.0
D550,341.0
D551,83.0
D552,83.0
D553,58.0
D558,91.0
D559,391.0
D56,7270.0
D560,416.0
D561,2946.0
D562,26.0
D563,110.0
D564,10.0
D568,183.0
D569,5484.0
D57,1637.0
D570,11596.0
D571,39526.0
D572,681.0
D573,632.0
D578,857.0
D58,2383.0
D580,1539.0
D581,95.0
D582,984.0
D588,186.0
D589,22915.0
D59,4426.0
D590,371.0
D591,25210.0
D592,101.0
D593,7764.0
D594,1248.0
D595,2438.0
D596,260.0
D598,565.0
D599,7181.0
D60,470.0
D600,1282.0
D601,36.0
D608,172.0
D609,4242.0
D61,27744.0
D610,8346.0
D611,3418.0
D612,804.0
D613,3738.0
D618,1825.0
D619,251232.0
D62,30347.0
D64,122122.0
D640,1521.0
D641,590.0
D642,265.0
D643,3148.0
D644,877.0
D648,10526.0
D649,609145.0
D65,204294.0
D66,14225.0
D67,1027.0
D68,88185.0
D680,2265.0
D681,193.0
D682,6354.0
D683,25689.0
D684,4022.0
D685,2386.0
D686,6524.0
D688,8525.0
D689,95172.0
D69,18348.0
D690,5026.0
D691,1908.0
D692,2781.0
D693,47599.0
D694,15741.0
D695,4033.0
D696,81622.0
D698,956.0
D699,7312.0
D70,71501.0
D71,3223.0
D72,1755.0
D720,201.0
D721,2691.0
D728,10666.0
D729,1110.0
D73,2589.0
D730,372.0
D731,3143.0
D732,327.0
D733,4503.0
D734,160.0
D735,8668.0
D738,1256.0
D739,4149.0
D74,98.0
D740,69.0
D748,55.0
D749,338.0
D75,11092.0
D750,628.0
D751,2084.0
D752,2752.0
D758,17968.0
D759,29471.0
D76,1286.0
D760,1912.0
D761,13323.0
D762,13601.0
D763,4742.0
D80,898.0
D800,535.0
D801,2797.0
D802,423.0
D803,498.0
D804,105.0
D805,121.0
D806,55.0
D807,12.0
D808,304.0
D809,900.0
D81,1247.0
D810,97.0
D811,207.0
D812,115.0
D813,104.0
D814,15.0
D815,28.0
D816,30.0
D817,34.0
D818,218.0
D819,3102.0
D82,1198.0
D820,985.0
D821,1969.0
D822,10.0
D823,1256.0
D824,371.0
D828,97.0
D829,134.0
D83,2351.0
D830,46.0
D831,105.0
D832,34.0
D838,290.0
D839,3248.0
D84,390411.0
D840,30.0
D841,1463.0
D848,2411.0
D849,53640.0
D86,2631.0
D860,20246.0
D861,136.0
D862,524.0
D863,86.0
D868,11718.0
D869,55485.0
D89,47432.0
D890,1176.0
D891,4100.0
D892,2847.0
D893,36.0
D898,1303.0
D899,15143.0
E00,1407.0
E000,218.0
E001,100.0
E002,8.0
E009,338.0
E01,425.0
E010,124.0
E011,156.0
E012,125.0
E018,144.0
E02,1019.0
E03,8522.0
E030,427.0
E031,2783.0
E032,355.0
E033,46.0
E034,208.0
E035,11064.0
E038,1082.0
E039,178975.0
E04,2599.0
E040,425.0
E041,1633.0
E042,3514.0
E048,356.0
E049,14731.0
E05,29332.0
E050,17430.0
E051,419.0
E052,3446.0
E053,44.0
E054,142.0
E055,11577.0
E058,1043.0
E059,75425.0
E06,801.0
E060,370.0
E061,72.0
E062,90.0
E063,2755.0
E064,24.0
E065,507.0
E069,1876.0
E07,2423.0
E070,32.0
E071,72.0
E078,511.0
E079,11420.0
E10,190931.0
E100,56419.0
E101,51645.0
E102,129676.0
E103,2125.0
E104,8581.0
E105,81474.0
E106,87839.0
E107,157095.0
E108,44963.0
E109,373251.0
E11,445986.0
E110,167179.0
E111,156203.0
E112,1501430.0
E113,6068.0
E114,33445.0
E115,394653.0
E116,741403.0
E117,894703.0
E118,172021.0
E119,2218854.0
E12,14324.0
E120,3856.0
E121,2766.0
E122,20809.0
E123,108.0
E124,434.0
E125,2285.0
E126,15341.0
E127,10644.0
E128,2393.0
E129,29239.0
E13,13885.0
E130,2208.0
E131,1926.0
E132,4136.0
E133,134.0
E134,412.0
E135,2366.0
E136,3908.0
E137,9101.0
E138,8646.0
E139,10142.0
E14,1529952.0
E140,262449.0
E141,351491.0
E142,1921301.0
E143,6310.0
E144,36545.0
E145,751155.0
E146,881342.0
E147,700973.0
E148,353384.0
E149,5507307.0
E15,120731.0
E16,58111.0
E160,1247.0
E161,7172.0
E162,76973.0
E163,40.0
E164,566.0
E168,302.0
E169,1760.0
E20,500.0
E200,114.0
E201,66.0
E208,102.0
E209,1468.0
E21,659.0
E210,3716.0
E211,358.0
E212,132.0
E213,8825.0
E214,84.0
E215,456.0
E22,889.0
E220,2216.0
E221,76.0
E222,6947.0
E228,10.0
E229,219.0
E23,2435.0
E230,12578.0
E231,42.0
E232,7094.0
E233,410.0
E236,962.0
E237,1439.0
E24,956.0
E240,372.0
E241,66.0
E242,1201.0
E243,168.0
E244,24.0
E248,331.0
E249,8543.0
E25,272.0
E250,1895.0
E258,37.0
E259,373.0
E26,258.0
E260,640.0
E261,50.0
E268,604.0
E269,636.0
E27,3343.0
E270,148.0
E271,13951.0
E272,2358.0
E273,294.0
E274,18924.0
E275,124.0
E278,1257.0
E279,3086.0
E28,128.0
E280,6.0
E281,2.0
E282,177.0
E283,60.0
E288,34.0
E289,54.0
E29,70.0
E290,4.0
E291,124.0
E298,2.0
E299,28.0
E30,55.0
E300,8.0
E301,14.0
E309,150.0
E31,216.0
E310,539.0
E311,24.0
E318,62.0
E319,213.0
E32,105.0
E320,442.0
E321,34.0
E328,191.0
E329,317.0
E34,2208.0
E340,4989.0
E341,46.0
E342,34.0
E343,1183.0
E344,14.0
E345,16.0
E348,2056.0
E349,1397.0
E40,25056.0
E41,74717.0
E42,9240.0
E43,474076.0
E44,3441.0
E440,43498.0
E441,7640.0
E45,26379.0
E46,911408.0
E50,280.0
E500,84.0
E501,28.0
E502,6.0
E504,2.0
E507,4.0
E508,12.0
E509,349.0
E51,1305.0
E511,989.0
E512,9849.0
E518,22.0
E519,283.0
E52,1745.0
E53,744.0
E530,30.0
E531,45.0
E538,3709.0
E539,310.0
E54,808.0
E55,147.0
E550,613.0
E559,278.0
E56,917.0
E560,35.0
E561,213.0
E568,52.0
E569,2353.0
E58,465.0
E59,138.0
E60,44.0
E61,603.0
E610,74.0
E611,636.0
E612,22.0
E613,6.0
E614,20.0
E615,229.0
E616,6.0
E617,174.0
E618,114.0
E619,533.0
E63,6849.0
E630,48.0
E631,608.0
E638,1635.0
E639,30452.0
E64,6216.0
E640,7023.0
E641,17.0
E642,16.0
E643,222.0
E648,372.0
E649,2283.0
E65,569.0
E66,16469.0
E660,31897.0
E661,134.0
E662,56435.0
E668,301097.0
E669,312166.0
E67,91.0
E670,24.0
E671,70.0
E672,17.0
E673,32.0
E678,278.0
E68,356.0
E70,311.0
E700,340.0
E701,558.0
E702,524.0
E703,615.0
E708,98.0
E709,293.0
E71,584.0
E710,701.0
E711,2239.0
E712,101.0
E713,6544.0
E72,841.0
E720,1712.0
E721,998.0
E722,13603.0
E723,829.0
E724,805.0
E725,2309.0
E728,395.0
E729,1212.0
E73,146.0
E730,103.0
E731,15.0
E738,69.0
E739,399.0
E74,1611.0
E740,4704.0
E741,84.0
E742,561.0
E743,1082.0
E744,1089.0
E748,1554.0
E749,811.0
E75,1260.0
E750,3062.0
E751,1859.0
E752,19679.0
E753,139.0
E754,4955.0
E755,1493.0
E756,913.0
E76,919.0
E760,1525.0
E761,2158.0
E762,3377.0
E763,3348.0
E768,38.0
E769,113.0
E77,1167.0
E770,1014.0
E771,584.0
E778,17420.0
E779,211.0
E78,15378.0
E780,162456.0
E781,6175.0
E782,9327.0
E783,236.0
E784,1496.0
E785,404378.0
E786,1653.0
E788,41902.0
E789,34504.0
E79,2773.0
E790,6240.0
E791,554.0
E798,180.0
E799,190.0
E80,1181.0
E800,309.0
E801,254.0
E802,1939.0
E803,128.0
E804,280.0
E805,211.0
E806,1586.0
E807,866.0
E83,2759.0
E830,6483.0
E831,22668.0
E832,67.0
E833,1064.0
E834,1212.0
E835,26676.0
E838,172.0
E839,525.0
E84,13593.0
E840,27141.0
E841,2605.0
E848,10975.0
E849,21703.0
E85,4972.0
E850,1613.0
E851,2201.0
E852,1592.0
E853,4330.0
E854,100575.0
E858,7609.0
E859,60607.0
E86,828515.0
E87,87690.0
E870,74157.0
E871,55342.0
E872,212315.0
E873,2329.0
E874,6234.0
E875,69241.0
E876,34660.0
E877,10961.0
E878,171307.0
E88,10770.0
E880,43113.0
E881,361.0
E882,590.0
E883,1717.0
E888,11937.0
E889,145618.0
F01,62036.0
F010,9122.0
F011,160355.0
F012,19758.0
F013,23072.0
F018,16150.0
F019,1673894.0
F03,10248974.0
F04,3969.0
F05,3511.0
F050,790.0
F051,25544.0
F058,1362.0
F059,35871.0
F06,10822.0
F060,166.0
F061,168.0
F062,708.0
F063,424.0
F064,52.0
F065,28.0
F066,36.0
F067,3276.0
F068,1495.0
F069,68508.0
F07,6094.0
F070,10348.0
F071,90.0
F072,1336.0
F078,342.0
F079,14182.0
F09,8143.0
F10,71803.0
F100,47811.0
F101,184454.0
F102,1187865.0
F103,24424.0
F104,20663.0
F105,5351.0
F106,29523.0
F107,35200.0
F108,877.0
F109,41325.0
F11,4747.0
F110,1628.0
F111,16764.0
F112,34450.0
F113,318.0
F114,38.0
F115,46.0
F116,90.0
F117,174.0
F118,46.0
F119,4788.0
F12,281.0
F120,44.0
F121,336.0
F122,742.0
F123,12.0
F124,14.0
F125,20.0
F126,4.0
F127,20.0
F128,4.0
F129,561.0
F13,211.0
F130,50.0
F131,582.0
F132,934.0
F133,88.0
F134,22.0
F135,18.0
F136,2.0
F137,58.0
F138,18.0
F139,406.0
F14,350.0
F140,425.0
F141,10684.0
F142,4910.0
F143,106.0
F144,44.0
F145,130.0
F146,46.0
F147,66.0
F148,168.0
F149,8036.0
F15,482.0
F150,108.0
F151,5790.0
F152,1360.0
F153,44.0
F154,26.0
F155,36.0
F156,2.0
F157,16.0
F158,16.0
F159,3882.0
F16,242.0
F160,18.0
F161,126.0
F162,503.0
F163,26.0
F164,12.0
F165,12.0
F166,2.0
F167,2.0
F168,8.0
F169,134.0
F17,1950.0
F170,62.0
F171,9160.0
F172,55586.0
F173,204.0
F174,36.0
F175,43.0
F176,14.0
F177,62.0
F178,84.0
F179,41343.0
F18,164.0
F180,104.0
F181,1436.0
F182,1080.0
F183,6.0
F184,4.0
F185,4.0
F186,2.0
F187,14.0
F188,8.0
F189,292.0
F19,4557.0
F190,2298.0
F191,62096.0
F192,63124.0
F193,1256.0
F194,161.0
F195,168.0
F196,38.0
F197,362.0
F198,84.0
F199,14971.0
F20,13311.0
F200,17896.0
F201,653.0
F202,3770.0
F203,958.0
F204,530.0
F205,7636.0
F206,498.0
F208,1418.0
F209,90296.0
F21,424.0
F22,395.0
F220,5507.0
F228,644.0
F229,647.0
F23,1125.0
F230,254.0
F231,78.0
F232,284.0
F233,116.0
F238,70.0
F239,1551.0
F24,58.0
F25,832.0
F250,144.0
F251,280.0
F252,288.0
F258,54.0
F259,4452.0
F28,2390.0
F29,26718.0
F30,162.0
F300,82.0
F301,60.0
F302,425.0
F308,110.0
F309,457.0
F31,654.0
F310,95.0
F311,136.0
F312,192.0
F313,92.0
F314,204.0
F315,144.0
F316,150.0
F317,32.0
F318,220.0
F319,22285.0
F32,4870.0
F320,300.0
F321,394.0
F322,19724.0
F323,4362.0
F328,1152.0
F329,117610.0
F33,477.0
F330,128.0
F331,120.0
F332,1751.0
F333,508.0
F334,14.0
F338,166.0
F339,5539.0
F34,106.0
F340,188.0
F341,1285.0
F348,8.0
F349,144.0
F38,26.0
F380,6.0
F381,10.0
F388,62.0
F39,922.0
F40,32.0
F400,82.0
F401,42.0
F402,42.0
F408,2.0
F409,96.0
F41,324.0
F410,535.0
F411,1116.0
F412,8989.0
F413,26.0
F418,110.0
F419,4313.0
F42,56.0
F420,68.0
F421,34.0
F422,26.0
F428,33.0
F429,644.0
F43,484.0
F430,362.0
F431,1400.0
F432,2919.0
F438,42.0
F439,2439.0
F44,1303.0
F440,44.0
F441,45.0
F442,67.0
F443,195.0
F444,510.0
F445,312.0
F446,6.0
F447,20.0
F448,7442.0
F449,665.0
F45,355.0
F450,110.0
F451,20.0
F452,216.0
F453,495.0
F454,62.0
F458,464.0
F459,282.0
F48,2312.0
F480,714.0
F481,14.0
F488,312.0
F489,2305.0
F50,912.0
F500,17553.0
F501,176.0
F502,1336.0
F503,10.0
F504,32.0
F505,80.0
F508,4888.0
F509,11950.0
F51,8.0
F510,30.0
F511,9.0
F512,2.0
F513,2.0
F519,48.0
F52,167.0
F520,2.0
F521,24.0
F522,16.0
F523,104.0
F526,2.0
F528,4.0
F529,2.0
F53,148.0
F530,89.0
F531,84.0
F538,2.0
F539,24.0
F54,12935.0
F55,1884.0
F59,203.0
F60,64.0
F600,128.0
F601,126.0
F602,138.0
F603,412.0
F604,28.0
F605,104.0
F606,12.0
F607,42.0
F608,253.0
F609,974.0
F61,131.0
F62,20.0
F620,28.0
F621,18.0
F628,22.0
F629,12.0
F63,34.0
F630,2.0
F631,6.0
F633,6.0
F638,6.0
F639,30.0
F64,84.0
F640,16.0
F649,18.0
F65,31.0
F650,2.0
F651,2.0
F658,12.0
F659,6.0
F66,26.0
F660,2.0
F661,2.0
F662,2.0
F669,10.0
F68,137.0
F681,44.0
F688,426.0
F69,1332.0
F70,403.0
F700,80.0
F701,68.0
F708,38.0
F709,767.0
F71,586.0
F710,116.0
F711,188.0
F718,30.0
F719,925.0
F72,2058.0
F720,252.0
F721,325.0
F728,144.0
F729,8158.0
F73,1345.0
F730,101.0
F731,306.0
F738,114.0
F739,5083.0
F78,750.0
F780,24.0
F781,64.0
F788,28.0
F789,474.0
F79,4045.0
F790,807.0
F791,386.0
F798,396.0
F799,39225.0
F80,30.0
F800,24.0
F801,8.0
F802,48.0
F803,52.0
F809,46.0
F81,35.0
F810,6.0
F811,2.0
F812,30.0
F818,4.0
F819,2776.0
F82,1298.0
F83,1263.0
F84,665.0
F840,2208.0
F841,157.0
F842,4133.0
F843,507.0
F844,46.0
F845,318.0
F848,56.0
F849,261.0
F88,172.0
F89,1367.0
F90,58.0
F900,87.0
F901,16.0
F908,16.0
F909,120.0
F91,34.0
F910,14.0
F911,28.0
F912,14.0
F913,8.0
F918,86.0
F919,546.0
F92,44.0
F920,80.0
F928,8.0
F929,34.0
F93,30.0
F930,11.0
F931,4.0
F932,10.0
F938,8.0
F939,19.0
F94,8.0
F940,4.0
F941,2.0
F942,19.0
F948,8.0
F949,10.0
F95,27.0
F952,76.0
F958,4.0
F959,18.0
F98,89.0
F980,6.0
F981,4.0
F982,20.0
F983,2.0
F984,14.0
F988,74.0
F989,32.0
F99,24344.0
G00,44452.0
G000,1705.0
G001,27328.0
G002,8432.0
G003,2830.0
G008,4874.0
G009,119816.0
G03,202058.0
G030,2763.0
G031,1498.0
G032,54.0
G038,1565.0
G039,126391.0
G04,75112.0
G040,4739.0
G041,658.0
G042,21359.0
G048,10993.0
G049,151163.0
G06,13874.0
G060,44937.0
G061,5561.0
G062,12278.0
G08,11808.0
G09,33174.0
G10,118419.0
G11,1417.0
G110,290.0
G111,14246.0
G112,3437.0
G113,1764.0
G114,2324.0
G118,1259.0
G119,19441.0
G12,28774.0
G120,12644.0
G121,6163.0
G122,996181.0
G128,1358.0
G129,18650.0
G14,3974.0
G20,3457145.0
G21,2820.0
G210,13151.0
G211,1328.0
G212,247.0
G213,272.0
G214,13030.0
G218,10242.0
G219,10388.0
G23,3684.0
G230,1585.0
G231,98735.0
G232,9514.0
G233,27606.0
G238,16438.0
G239,8186.0
G24,1033.0
G240,260.0
G241,615.0
G242,32.0
G243,118.0
G244,1654.0
G245,32.0
G248,649.0
G249,3217.0
G25,1164.0
G250,987.0
G251,37.0
G252,68.0
G253,1472.0
G254,30.0
G255,3848.0
G256,8.0
G258,3004.0
G259,9422.0
G30,289874.0
G300,79465.0
G301,1194208.0
G308,33732.0
G309,7367178.0
G31,98436.0
G310,82432.0
G311,310777.0
G312,43636.0
G318,335880.0
G319,334690.0
G35,520498.0
G36,781.0
G360,3804.0
G361,271.0
G368,1032.0
G369,1174.0
G37,3532.0
G370,1082.0
G371,754.0
G372,5399.0
G373,9091.0
G374,130.0
G375,72.0
G378,2492.0
G379,13851.0
G40,178998.0
G400,5791.0
G401,4557.0
G402,6121.0
G403,21393.0
G404,16139.0
G405,22370.0
G406,24027.0
G407,430.0
G408,18125.0
G409,644145.0
G41,46862.0
G410,13835.0
G411,595.0
G412,1770.0
G418,3884.0
G419,145880.0
G43,965.0
G430,34.0
G431,47.0
G432,16.0
G433,26.0
G438,92.0
G439,1720.0
G44,2213.0
G440,206.0
G441,152.0
G442,80.0
G443,46.0
G444,12.0
G448,4186.0
G45,14221.0
G450,3413.0
G451,662.0
G452,934.0
G453,46.0
G454,28.0
G458,4989.0
G459,59401.0
G47,2192.0
G470,562.0
G471,78.0
G472,36.0
G473,63016.0
G474,728.0
G478,50.0
G479,492.0
G50,247.0
G500,1116.0
G501,12.0
G508,36.0
G509,299.0
G51,264.0
G510,953.0
G511,6.0
G512,24.0
G513,16.0
G518,58.0
G519,70.0
G52,532.0
G520,4.0
G521,192.0
G522,1543.0
G523,100.0
G527,364.0
G528,110.0
G529,1146.0
G54,454.0
G540,142.0
G541,65.0
G542,120.0
G543,64.0
G544,14.0
G545,142.0
G546,12.0
G547,2.0
G548,26.0
G549,220.0
G56,160.0
G560,66.0
G561,4.0
G562,8.0
G563,4.0
G564,166.0
G568,18.0
G569,12.0
G57,140.0
G570,50.0
G571,43.0
G572,16.0
G573,30.0
G575,6.0
G576,20.0
G578,20.0
G579,58.0
G58,854.0
G580,56.0
G587,200.0
G588,921.0
G589,9605.0
G60,619.0
G600,8786.0
G601,298.0
G602,128.0
G603,1440.0
G608,1408.0
G609,2953.0
G61,6925.0
G610,60604.0
G611,90.0
G618,6667.0
G619,2255.0
G62,5045.0
G620,477.0
G621,6938.0
G622,394.0
G628,13239.0
G629,49672.0
G64,1267.0
G70,6777.0
G700,81549.0
G701,84.0
G702,824.0
G708,1086.0
G709,28349.0
G71,11344.0
G710,121712.0
G711,54733.0
G712,15309.0
G713,10595.0
G718,2097.0
G719,2758.0
G72,2540.0
G720,556.0
G721,490.0
G722,143.0
G723,1106.0
G724,3784.0
G728,3375.0
G729,15714.0
G80,53511.0
G800,16578.0
G801,8609.0
G802,1592.0
G803,1436.0
G804,683.0
G808,9927.0
G809,300329.0
G81,58454.0
G810,1056.0
G811,1762.0
G819,159592.0
G82,23828.0
G820,1124.0
G821,5178.0
G822,45336.0
G823,1320.0
G824,15940.0
G825,49452.0
G83,31703.0
G830,225.0
G831,1860.0
G832,250.0
G833,886.0
G834,1405.0
G835,89.0
G836,2.0
G838,5898.0
G839,60771.0
G90,3329.0
G900,1088.0
G901,1253.0
G902,103.0
G903,31739.0
G904,288.0
G905,4.0
G906,4.0
G907,6.0
G908,4642.0
G909,7999.0
G91,30348.0
G910,3798.0
G911,12777.0
G912,29534.0
G913,1118.0
G918,5373.0
G919,127087.0
G92,20489.0
G93,205829.0
G930,9724.0
G931,513948.0
G932,27272.0
G933,817.0
G934,231290.0
G935,25722.0
G936,157149.0
G937,1531.0
G938,116920.0
G939,76854.0
G95,4824.0
G950,8926.0
G951,9820.0
G952,12143.0
G958,4719.0
G959,26946.0
G96,7005.0
G960,1877.0
G961,2246.0
G968,8094.0
G969,9514.0
G98,43927.0
H00,33.0
H000,54.0
H001,2.0
H01,48.0
H010,10.0
H018,2.0
H019,2.0
H02,6.0
H020,6.0
H021,6.0
H024,8.0
H025,2.0
H026,10.0
H029,8.0
H04,26.0
H042,2.0
H043,22.0
H044,4.0
H045,10.0
H046,2.0
H049,10.0
H05,304.0
H050,1553.0
H051,58.0
H052,78.0
H053,2.0
H054,2.0
H055,20.0
H058,24.0
H059,80.0
H10,144.0
H100,4.0
H102,4.0
H103,6.0
H104,10.0
H108,23.0
H109,125.0
H11,29.0
H110,17.0
H113,21.0
H114,6.0
H118,4.0
H119,26.0
H15,39.0
H150,18.0
H151,2.0
H158,10.0
H159,14.0
H16,65.0
H160,78.0
H162,14.0
H163,67.0
H164,10.0
H168,2.0
H169,26.0
H17,46.0
H178,4.0
H179,4.0
H18,230.0
H180,14.0
H181,4.0
H182,4.0
H184,66.0
H185,10.0
H186,2.0
H187,3.0
H188,4.0
H189,57.0
H20,96.0
H200,16.0
H208,18.0
H209,16.0
H21,47.0
H210,8.0
H214,2.0
H215,2.0
H219,12.0
H25,2336.0
H250,4.0
H251,6.0
H258,2.0
H259,102.0
H26,120.0
H261,2.0
H262,10.0
H268,6.0
H269,465.0
H27,2.0
H271,2.0
H279,2.0
H30,38.0
H300,2.0
H301,2.0
H308,14.0
H309,34.0
H31,12.0
H311,2.0
H312,6.0
H313,13.0
H314,2.0
H318,4.0
H319,16.0
H33,26.0
H330,2.0
H332,50.0
H335,4.0
H34,284.0
H340,2.0
H341,18.0
H342,66.0
H348,24.0
H349,24.0
H35,193.0
H350,116.0
H351,214.0
H352,6.0
H353,852.0
H354,12.0
H355,84.0
H356,28.0
H357,4.0
H358,30.0
H359,28.0
H40,222.0
H400,8.0
H401,42.0
H402,36.0
H403,2.0
H404,2.0
H405,8.0
H408,10.0
H409,1428.0
H43,80.0
H431,6.0
H432,99.0
H433,5.0
H438,3.0
H439,18.0
H44,211.0
H440,1110.0
H441,123.0
H442,6.0
H445,16.0
H447,2.0
H448,46.0
H449,112.0
H46,135.0
H47,35.0
H470,28.0
H471,10.0
H472,34.0
H474,4.0
H476,2.0
H477,6.0
H49,50.0
H490,10.0
H492,4.0
H493,2.0
H494,36.0
H498,524.0
H499,38.0
H50,125.0
H500,4.0
H502,10.0
H504,15.0
H505,2.0
H506,4.0
H508,4.0
H509,8.0
H51,30.0
H510,14.0
H511,4.0
H512,18.0
H518,16.0
H519,2.0
H52,21.0
H520,10.0
H521,30.0
H524,32.0
H525,17.0
H527,2.0
H53,30.0
H530,2.0
H531,82.0
H532,10.0
H533,3.0
H534,26.0
H535,5.0
H538,4.0
H539,36.0
H54,577.0
H540,2017.0
H541,16.0
H542,40.0
H544,26.0
H545,6.0
H546,2.0
H547,78.0
H549,292.0
H55,6.0
H57,102.0
H570,266.0
H571,4.0
H578,28.0
H579,137.0
H60,141.0
H600,115.0
H601,70.0
H602,870.0
H603,54.0
H604,26.0
H605,29.0
H608,82.0
H609,468.0
H61,74.0
H610,4.0
H613,2.0
H618,18.0
H619,12.0
H65,46.0
H650,72.0
H651,75.0
H652,26.0
H653,12.0
H654,10.0
H659,122.0
H66,3296.0
H660,1206.0
H661,32.0
H662,44.0
H663,382.0
H664,1566.0
H669,10644.0
H68,121.0
H680,6.0
H681,4.0
H69,22.0
H690,8.0
H698,2.0
H699,10.0
H70,704.0
H700,821.0
H701,491.0
H702,74.0
H708,193.0
H709,3744.0
H71,626.0
H72,258.0
H720,16.0
H721,4.0
H722,6.0
H728,4.0
H729,54.0
H73,8.0
H730,4.0
H731,2.0
H738,8.0
H739,2.0
H74,20.0
H741,6.0
H742,564.0
H743,4.0
H744,6.0
H748,16.0
H749,50.0
H80,119.0
H801,2.0
H808,2.0
H809,14.0
H81,50.0
H810,382.0
H811,50.0
H812,16.0
H813,50.0
H814,34.0
H818,14.0
H819,192.0
H83,81.0
H830,466.0
H831,4.0
H832,20.0
H838,14.0
H839,24.0
H90,76.0
H900,2.0
H902,2.0
H903,2.0
H905,16.0
H908,8.0
H91,34.0
H911,26.0
H912,4.0
H913,60.0
H919,314.0
H92,104.0
H920,17.0
H921,14.0
H922,64.0
H93,47.0
H930,70.0
H931,66.0
H932,6.0
H933,4.0
H938,8.0
H939,22.0
I00,17368.0
I01,21728.0
I010,1649.0
I011,5009.0
I012,528.0
I018,1407.0
I019,4744.0
I02,1057.0
I020,228.0
I029,629.0
I05,34724.0
I050,107644.0
I051,30486.0
I052,18334.0
I058,19254.0
I059,244666.0
I06,4985.0
I060,14244.0
I061,3417.0
I062,6958.0
I068,1056.0
I069,10973.0
I07,1979.0
I070,1132.0
I071,65944.0
I072,386.0
I078,5306.0
I079,5992.0
I08,22245.0
I080,228389.0
I081,62580.0
I082,10644.0
I083,31905.0
I088,6240.0
I089,62409.0
I09,53612.0
I090,4396.0
I091,16207.0
I092,1081.0
I098,2812.0
I099,85990.0
I10,6881441.0
I11,1320649.0
I110,4297938.0
I119,3092932.0
I12,132870.0
I120,1423631.0
I129,88359.0
I13,67607.0
I130,78089.0
I131,240496.0
I132,584031.0
I139,68571.0
I15,15571.0
I150,1244.0
I151,296.0
I152,214.0
I158,782.0
I159,10053.0
I20,529813.0
I200,112980.0
I201,7756.0
I208,31146.0
I209,329929.0
I21,3089923.0
I210,496212.0
I211,296092.0
I212,126139.0
I213,171879.0
I214,343341.0
I219,30383463.0
I22,114414.0
I220,28573.0
I221,19608.0
I228,11852.0
I229,225586.0
I24,501906.0
I241,3774.0
I248,500024.0
I249,1090102.0
I25,2603465.0
I250,3265861.0
I251,15190024.0
I252,155100.0
I253,25017.0
I254,10418.0
I255,1631573.0
I256,7790.0
I258,1500298.0
I259,11304147.0
I26,202034.0
I260,155792.0
I269,2007083.0
I27,211619.0
I270,147871.0
I271,13998.0
I272,352448.0
I278,23414.0
I279,517846.0
I28,7387.0
I280,1853.0
I281,2520.0
I288,5745.0
I289,5603.0
I30,3546.0
I300,1540.0
I301,7340.0
I308,3532.0
I309,12392.0
I31,14148.0
I310,2110.0
I311,14816.0
I312,13237.0
I313,36608.0
I318,932.0
I319,91898.0
I33,16369.0
I330,240948.0
I339,22903.0
I34,33223.0
I340,442238.0
I341,26513.0
I342,17109.0
I348,20121.0
I349,40087.0
I35,56869.0
I350,1840205.0
I351,169308.0
I352,62900.0
I358,93529.0
I359,274055.0
I36,2423.0
I360,686.0
I361,13532.0
I362,316.0
I368,870.0
I369,3009.0
I37,4415.0
I370,1394.0
I371,1157.0
I372,264.0
I378,985.0
I379,1113.0
I38,796487.0
I40,91689.0
I400,19743.0
I401,3708.0
I408,2788.0
I409,24525.0
I42,1168522.0
I420,1548937.0
I421,50059.0
I422,269606.0
I423,2056.0
I424,28059.0
I425,19850.0
I426,154598.0
I427,4757.0
I428,73269.0
I429,1418234.0
I44,11839.0
I440,4306.0
I441,11031.0
I442,178027.0
I443,52644.0
I444,304.0
I445,70.0
I446,600.0
I447,6883.0
I45,17683.0
I450,590.0
I451,4473.0
I452,1183.0
I453,1397.0
I454,2549.0
I455,3189.0
I456,6020.0
I458,49032.0
I459,30378.0
I46,1803945.0
I460,39369.0
I461,852633.0
I469,1769311.0
I47,15224.0
I470,83200.0
I471,34215.0
I472,77146.0
I479,8502.0
I48,1787617.0
I480,58875.0
I481,16948.0
